shift,phase,label,kpi,n,mean,sd,ci95_half,min,max,median,cv_pct
8,3,S2 (shift 8),noise_db,3,84.33333333333333,0.9814954576223655,2.438366666666671,83.2,84.9,84.9,1.1638286058763228
8,3,S2 (shift 8),energy_kwh,3,463.6666666666667,2.8867513459481287,7.171666666666667,462.0,467.0,462.0,0.6225919509593375
8,3,S2 (shift 8),defect_rate,3,0.009933333333333334,0.00011547005383792545,0.00028686666666666744,0.0098,0.01,0.01,1.1624502064220683
8,3,S2 (shift 8),deadline_gap_pct,3,24.633333333333336,1.4843629385474872,3.687659563252068,23.0,25.9,25.0,6.0258306030344535
8,5,S3 (shift 8),throughput_uph,3,23.433333333333334,8.631531343471641,21.44364311292381,14.2,31.3,24.8,36.83441540599563
8,5,S3 (shift 8),vr_score,3,0.3626666666666667,0.050639246966491636,0.12580501607955769,0.31,0.411,0.367,13.963027656201737
8,5,S3 (shift 8),fatigue_index,3,0.26466666666666666,0.0191912306362394,0.04767750753434769,0.2516,0.2867,0.2557,7.251094698831008
8,5,S3 (shift 8),noise_db,3,78.46666666666665,1.0598742063723068,2.6330859869066954,77.5,79.6,78.3,1.3507317838219715
8,5,S3 (shift 8),energy_kwh,3,355.3333333333333,6.027713773341708,14.974879635947367,349.0,361.0,356.0,1.6963547204526384
8,5,S3 (shift 8),defect_rate,3,0.007633333333333333,0.00025166114784235856,0.0006252114051351846,0.0074,0.0079,0.0076,3.296870932432645
8,5,S3 (shift 8),deadline_gap_pct,3,63.93333333333334,13.328665849714044,33.11291383641401,51.8,78.2,61.8,20.847756803515185
8,6,S4 (shift 8),throughput_uph,3,25.100000000000005,0.0,0.0,25.1,25.1,25.1,0.0
8,6,S4 (shift 8),vr_score,3,0.35799999999999993,0.0,0.0,0.358,0.358,0.358,0.0
8,6,S4 (shift 8),fatigue_index,3,0.3225,0.0,0.0,0.3225,0.3225,0.3225,0.0
8,6,S4 (shift 8),noise_db,3,76.1,0.0,0.0,76.1,76.1,76.1,0.0
8,6,S4 (shift 8),energy_kwh,3,409.0,0.0,0.0,409.0,409.0,409.0,0.0
8,6,S4 (shift 8),defect_rate,3,0.0073,0.0,0.0,0.0073,0.0073,0.0073,0.0
8,6,S4 (shift 8),deadline_gap_pct,3,51.79999999999999,0.0,0.0,51.8,51.8,51.8,0.0
9,1,S1 (shift 9),throughput_uph,3,40.7,0.0,0.0,40.7,40.7,40.7,0.0
9,1,S1 (shift 9),vr_score,3,0.48100000000000004,0.0,0.0,0.481,0.481,0.481,0.0
9,1,S1 (shift 9),fatigue_index,3,0.3501,0.0,0.0,0.3501,0.3501,0.3501,0.0
9,1,S1 (shift 9),noise_db,3,77.8,0.0,0.0,77.8,77.8,77.8,0.0
9,1,S1 (shift 9),energy_kwh,3,401.0,0.0,0.0,401.0,401.0,401.0,0.0
9,1,S1 (shift 9),defect_rate,3,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0
9,1,S1 (shift 9),deadline_gap_pct,3,21.7,0.0,0.0,21.7,21.7,21.7,0.0
9,3,S2 (shift 9),throughput_uph,3,48.166666666666664,0.0577350269189634,0.14343333333333538,48.1,48.2,48.2,0.11986510779023543
9,3,S2 (shift 9),vr_score,3,0.46466666666666673,0.008082903768654736,0.020080666666666604,0.46,0.474,0.46,1.7395058325655812
9,3,S2 (shift 9),fatigue_index,3,0.6001,0.0,0.0,0.6001,0.6001,0.6001,0.0
9,3,S2 (shift 9),noise_db,3,84.9,0.0,0.0,84.9,84.9,84.9,0.0
9,3,S2 (shift 9),energy_kwh,3,462.0,0.0,0.0,462.0,462.0,462.0,0.0
9,3,S2 (shift 9),defect_rate,3,0.01,0.0,0.0,0.01,0.01,0.01,0.0
9,3,S2 (shift 9),deadline_gap_pct,3,26.866666666666664,3.34863156129983,8.319133333333335,23.0,28.8,28.8,12.463889185979518
9,5,S3 (shift 9),throughput_uph,3,34.43333333333333,5.4095594398558315,13.43917520662799,28.2,37.9,37.2,15.710240386803
9,5,S3 (shift 9),vr_score,3,0.41133333333333333,0.021126602503321087,0.052485625811052074,0.387,0.425,0.422,5.136127026739325
